timestamp,px,py,pz,qx,qy,qz,qw
1735875455.8727303,0.0,-8.661166191101074,0.0,0.0,0.0,0.0,1.0
1735875455.888663,0.0,-8.891875267028809,0.0,0.0,0.0,0.0,1.0
1735875455.904479,0.0,-9.125306129455566,0.0,0.0,0.0,0.0,1.0
1735875455.9203,0.0,-9.361458778381348,0.0,0.0,0.0,0.0,1.0
1735875455.9361598,0.0,-9.600334167480469,0.0,0.0,0.0,0.0,1.0
1735875455.9519784,0.0,-9.841931343078613,0.0,0.0,0.0,0.0,1.0
1735875455.9678013,0.0,-10.086251258850098,0.0,0.0,0.0,0.0,1.0
1735875455.9836366,0.0,-10.333292961120605,0.0,0.0,0.0,0.0,1.0
1735875455.9997802,0.0,-10.583057403564453,0.0,0.0,0.0,0.0,1.0
1735875456.01556,0.0,-10.835543632507324,0.0,0.0,0.0,0.0,1.0
1735875456.031392,0.0,-11.090752601623535,0.0,0.0,0.0,0.0,1.0
1735875456.0472536,0.0,-11.34868335723877,0.0,0.0,0.0,0.0,1.0
1735875456.0631013,0.0,-11.609335899353027,0.0,0.0,0.0,0.0,1.0
1735875456.0789044,0.0,-11.872711181640625,0.0,0.0,0.0,0.0,1.0
1735875456.0947218,0.0,-12.138809204101562,0.0,0.0,0.0,0.0,1.0
1735875456.1106324,0.0,-12.407629013061523,0.0,0.0,0.0,0.0,1.0
1735875456.1264577,0.0,-12.679170608520508,0.0,0.0,0.0,0.0,1.0
